Time,Frames After Filter,Camera Index,Throughput,latency_constraint
70.41304901885572,40,0,8.0,16.677423
72.8734196663042,40,0,16.0,17.677423
80.41304901885572,40,0,8.0,19.677423
82.8734196663042,36,0,15.2,22.312478
90.41304901885572,20,0,4.0,21.843875
92.8734196663042,26,0,9.2,16.424948
100.41304901885572,15,0,3.0,18.386889
102.8734196663042,16,0,6.2,15.477553
110.41304901885572,40,0,8.0,23.677423
112.8734196663042,35,0,15.0,16.231161
120.41304901885572,40,0,8.0,24.677423
122.8734196663042,40,0,16.0,18.677423
130.4130490188557,6,0,1.2,13.559861
132.8734196663042,40,0,9.2,23.677423
140.4130490188557,7,0,1.4,10.64948
142.8734196663042,16,0,4.6,18.477553
150.4130490188557,40,0,8.0,22.677423
152.8734196663042,39,0,15.8,22.586448
160.4130490188557,35,0,7.0,19.231161
162.8734196663042,14,0,9.8,21.29484
170.4130490188557,25,0,5.0,23.304702
172.8734196663042,8,0,6.6,14.741029
175.9176987625932,25,0,6.6,20.304702
180.4130490188557,40,0,13.0,17.677423
182.8734196663042,33,0,14.6,22.059384
183.86762749835162,2,1,15.0,3.190029
184.36762749835162,1,1,15.2,10.098841
184.86762749835162,2,1,15.6,17.190029
185.36762749835162,1,1,15.8,20.098841
185.86762749835162,1,1,8.0,8.098841
185.9176987625932,25,0,13.0,22.304702
186.36762749835162,1,1,13.2,10.098841
186.86762749835162,3,1,13.8,5.281418
187.36762749835162,1,1,14.0,4.098841
187.86762749835162,2,1,14.4,2.190029
188.36762749835162,1,1,8.0,15.098841
188.86762749835162,2,1,8.4,4.190029
189.36762749835162,1,1,8.2,4.098841
189.86762749835162,1,1,8.2,6.098841
190.36762749835162,3,1,8.4,15.281418
190.86762749835162,2,1,8.6,21.190029
191.36762749835162,1,1,3.6,18.098841
191.86762749835162,3,1,4.0,17.281418
192.36762749835162,1,1,3.6,17.098841
192.86762749835162,1,1,3.6,4.098841
192.8734196663042,30,0,9.2,18.763732
193.36762749835162,2,1,9.6,14.190029
193.86762749835162,1,1,9.6,10.098841
194.36762749835162,3,1,9.8,13.281418
194.86762749835162,2,1,10.0,7.190029
195.36762749835162,3,1,10.4,8.281418
195.86762749835162,2,1,10.2,2.190029
195.9176987625932,37,0,17.2,16.403595
196.36762749835162,1,1,17.4,10.098841
196.86762749835162,1,1,17.4,8.098841
197.36762749835162,2,1,17.2,10.190029
197.86762749835162,3,1,17.6,9.281418
198.36762749835162,2,1,11.8,16.190029
198.86762749835162,1,1,11.6,12.098841
199.36762749835162,1,1,11.6,12.098841
199.86762749835162,1,1,11.2,8.098841
200.36762749835162,2,1,11.2,13.190029
200.86762749835162,2,1,11.0,19.190029
201.36762749835162,2,1,3.6,6.190029
201.86762749835162,1,1,3.6,3.098841
202.36762749835162,3,1,4.0,3.281418
202.86762749835162,1,1,3.8,1.098841
202.8734196663042,36,0,10.4,20.312478
203.36762749835162,1,1,10.6,4.098841
203.86762749835162,1,1,10.4,19.098841
204.36762749835162,3,1,10.8,18.281418
204.86762749835162,1,1,10.8,17.098841
205.36762749835162,1,1,10.8,4.098841
205.86762749835162,1,1,10.6,13.098841
205.9176987625932,38,0,17.8,22.49637
206.36762749835162,1,1,18.0,6.098841
206.86762749835162,1,1,17.8,7.098841
207.36762749835162,2,1,18.0,1.190029
207.86762749835162,1,1,17.6,5.098841
208.36762749835162,3,1,10.8,8.281418
208.86762749835162,3,1,11.2,9.281418
209.36762749835162,1,1,11.2,1.098841
209.86762749835162,2,1,11.0,7.190029
210.36762749835162,3,1,11.4,21.281418
210.86762749835162,2,1,11.6,3.190029
211.36762749835162,1,1,4.0,1.098841
211.86762749835162,1,1,4.0,6.098841
212.36762749835162,2,1,4.2,1.190029
212.86762749835162,1,1,4.0,10.098841
212.8734196663042,37,0,11.2,22.403595
213.36762749835162,2,1,11.6,19.190029
213.86762749835162,1,1,11.2,15.098841
214.36762749835162,1,1,10.8,9.098841
214.86762749835162,1,1,10.8,15.098841
215.9176987625932,14,0,12.2,15.29484
222.8734196663042,40,0,8.0,21.677423
225.9176987625932,40,0,16.0,24.677423
235.9176987625932,24,0,4.8,22.213975
245.9176987625932,40,0,8.0,21.677423
255.9176987625932,28,0,5.6,21.583353
265.9176987625932,40,0,8.0,19.677423
275.9176987625932,40,0,8.0,20.677423
285.9176987625932,31,0,6.2,18.853023
295.9176987625932,40,0,8.0,21.677423
