Time,Frames After Filter,Camera Index,Throughput,latency_constraint
4.505406992933936,18,1,3.6,15.660034
9.505406992933935,4,1,4.4,3.374043
14.505406992933935,3,1,1.4,13.281418
19.505406992933935,20,1,4.6,16.843875
24.505406992933935,21,1,8.2,20.943081
29.505406992933935,13,1,6.8,12.200563
34.505406992933935,13,1,5.2,14.200563
39.505406992933935,8,1,4.2,17.741029
44.505406992933935,7,1,3.0,12.64948
66.32827604129277,10,1,2.0,19.934937
71.32827604129277,18,1,5.6,14.660034
76.32827604129277,18,1,7.2,16.660034
81.32827604129277,24,1,8.4,16.213975
86.32827604129277,24,1,9.6,16.213975
91.32827604129277,16,1,8.0,21.477553
96.32827604129277,2,1,3.6,7.190029
101.32827604129277,11,1,2.6,18.027485
106.32827604129277,3,1,2.8,6.281418
111.32827604129277,18,1,4.2,14.660034
116.32827604129277,5,1,4.6,12.465794
121.32827604129277,19,1,4.8,15.752793
126.32827604129277,21,1,8.0,20.943081
127.84449696756678,2,0,4.6,15.190029
128.84449696756678,2,0,5.0,7.190029
129.84449696756678,3,0,5.6,3.281418
130.84449696756678,4,0,6.4,14.374043
131.32827604129278,4,1,3.0,14.374043
131.84449696756678,2,0,3.4,7.190029
132.84449696756678,4,0,4.2,18.374043
133.84449696756678,3,0,4.4,13.281418
134.84449696756678,1,0,4.2,5.098841
135.84449696756678,2,0,4.0,14.190029
136.32827604129278,21,1,7.4,19.943081
136.84449696756678,1,0,6.8,14.098841
137.84449696756678,1,0,6.6,20.098841
138.84449696756678,1,0,6.0,11.098841
139.84449696756678,3,0,6.0,7.281418
140.84449696756678,1,0,6.0,3.098841
141.32827604129278,10,1,7.6,14.934937
141.84449696756678,2,0,3.8,9.190029
142.84449696756678,3,0,4.2,18.281418
143.84449696756678,4,0,4.8,10.374043
144.84449696756678,1,0,4.8,9.098841
145.84449696756678,4,0,5.0,16.374043
146.32827604129278,6,1,6.0,19.559861
146.84449696756678,2,0,4.4,10.190029
147.84449696756678,2,0,4.4,16.190029
148.84449696756678,1,0,4.0,13.098841
149.84449696756678,4,0,4.0,8.374043
150.84449696756678,3,0,4.4,14.281418
151.32827604129278,17,1,7.0,19.567605
151.84449696756678,2,0,6.2,6.190029
152.84449696756678,3,0,6.4,14.281418
153.84449696756678,2,0,6.4,20.190029
154.84449696756678,3,0,6.8,6.281418
155.84449696756678,2,0,6.4,2.190029
156.32827604129278,9,1,7.6,18.833391
156.84449696756678,2,0,4.6,10.190029
157.84449696756678,3,0,4.8,2.281418
158.84449696756678,1,0,4.4,19.098841
