Time,Frames After Filter,Camera Index,Throughput,latency_constraint
17.43071157273579,1,0,0.2,1.098841
17.93071157273579,1,0,0.4,12.098841
18.43071157273579,3,0,1.0,15.281418
18.93071157273579,3,0,1.6,14.281418
19.43071157273579,1,0,1.8,3.098841
19.93071157273579,1,0,2.0,13.098841
20.43071157273579,1,0,2.2,18.098841
20.93071157273579,3,0,2.8,15.281418
21.43071157273579,1,0,3.0,8.098841
21.93071157273579,1,0,3.2,6.098841
22.43071157273579,2,0,3.6,13.190029
22.93071157273579,2,0,3.8,1.190029
23.43071157273579,3,0,4.2,18.281418
23.93071157273579,2,0,4.0,11.190029
24.43071157273579,1,0,3.6,4.098841
24.93071157273579,1,0,3.6,20.098841
25.43071157273579,1,0,3.6,7.098841
25.93071157273579,1,0,3.6,2.098841
26.43071157273579,1,0,3.2,20.098841
26.93071157273579,1,0,3.2,4.098841
27.43071157273579,1,0,3.2,1.098841
27.93071157273579,1,0,3.0,5.098841
28.43071157273579,2,0,3.0,19.190029
28.93071157273579,1,0,2.6,2.098841
29.43071157273579,3,0,2.8,14.281418
29.93071157273579,3,0,3.2,16.281418
30.43071157273579,1,0,3.2,6.098841
30.93071157273579,1,0,3.2,13.098841
31.43071157273579,1,0,3.2,20.098841
31.93071157273579,1,0,3.2,1.098841
32.43071157273579,1,0,3.2,10.098841
32.93071157273579,2,0,3.4,21.190029
33.43071157273579,1,0,3.4,1.098841
33.93071157273579,1,0,3.2,8.098841
34.43071157273579,2,0,3.4,19.190029
34.93071157273579,3,0,3.4,10.281418
35.43071157273579,1,0,3.0,4.098841
35.93071157273579,1,0,3.0,20.098841
36.43071157273579,1,0,3.0,1.098841
36.93071157273579,2,0,3.2,5.190029
37.43071157273579,1,0,3.2,16.098841
37.93071157273579,2,0,3.4,13.190029
38.43071157273579,1,0,3.2,20.098841
38.93071157273579,1,0,3.2,5.098841
39.43071157273579,2,0,3.4,3.190029
39.93071157273579,2,0,3.4,18.190029
40.43071157273579,2,0,3.2,2.190029
40.93071157273579,3,0,3.6,21.281418
