Time,Frames After Filter,Camera Index,Throughput,latency_constraint
8.048587822234099,50,0,10.0,18
18.048587822234097,50,0,10.0,17
23.927926987896207,50,1,10.0,21
27.166740312650695,50,1,20.0,22
28.048587822234097,14,0,22.8,14
33.92792698789621,50,1,10.0,19
37.166740312650695,23,1,14.6,13
38.05450947722582,37,0,22.0,17
43.92792698789621,27,1,5.4,19
47.166740312650695,50,1,15.4,13
48.05450947722582,16,0,18.6,16
53.92792698789621,46,1,9.2,17
57.166740312650695,50,1,19.2,16
63.92792698789621,50,1,10.0,16
67.16674031265069,50,1,20.0,17
73.9279269878962,50,1,10.0,21
77.16674031265069,50,1,20.0,15
83.9279269878962,50,1,10.0,20
87.16674031265069,45,1,19.0,13
91.652977682423,28,1,14.6,18
93.9279269878962,50,1,15.6,19
97.16674031265069,50,1,20.0,22
101.652977682423,50,1,20.0,16
103.9279269878962,50,1,20.0,15
107.16674031265069,29,1,15.8,18
111.652977682423,50,1,15.8,19
113.9279269878962,50,1,20.0,17
117.16674031265069,50,1,20.0,14
121.652977682423,50,1,20.0,22
127.16674031265069,43,1,8.6,16
131.652977682423,19,1,12.4,15
137.1667403126507,50,1,10.0,17
141.652977682423,50,1,20.0,13
147.1667403126507,17,1,3.4,17
151.652977682423,50,1,13.4,17
153.75832355593806,33,0,16.6,18
157.1667403126507,50,1,16.6,15
161.652977682423,50,1,20.0,14
163.75832355593806,29,0,15.8,13
167.1667403126507,50,1,15.8,20
171.652977682423,50,1,20.0,19
173.75832355593806,48,0,19.6,18
177.1667403126507,50,1,19.6,17
181.652977682423,45,1,19.0,18
183.75832355593806,11,0,11.2,15
191.652977682423,45,1,9.0,15
193.75832355593806,34,0,15.8,16
201.652977682423,50,1,10.0,20
203.75832355593806,10,0,12.0,12
211.652977682423,50,1,10.0,19
213.75832355593806,50,0,20.0,14
221.652977682423,50,1,10.0,15
231.652977682423,50,1,10.0,15
241.652977682423,9,1,1.8,13
251.652977682423,50,1,10.0,17
261.652977682423,50,1,10.0,20
271.652977682423,50,1,10.0,20
281.652977682423,50,1,10.0,21
