Time,Frames After Filter,Camera Index,Throughput,latency_constraint
53.60487164484991,1,0,0.2,2
54.10487164484991,1,0,0.4,13
54.60487164484991,1,0,0.6,10
55.10487164484991,2,0,1.0,6
55.60487164484991,2,0,1.4,14
56.10487164484991,1,0,1.6,6
56.60487164484991,1,0,1.8,15
57.10487164484991,2,0,2.2,1
57.60487164484991,2,0,2.6,3
58.10487164484991,2,0,3.0,13
58.60487164484991,2,0,3.4,13
59.10487164484991,1,0,3.4,1
59.60487164484991,2,0,3.6,12
60.10487164484991,1,0,3.6,11
60.60487164484991,1,0,3.4,15
61.10487164484991,2,0,3.4,15
61.60487164484991,1,0,3.4,5
62.10487164484991,2,0,3.6,4
62.60487164484991,3,0,3.8,2
63.10487164484991,1,0,3.6,14
63.60487164484991,2,0,3.6,12
64.10487164484991,3,0,3.8,15
64.60487164484991,2,0,4.0,1
65.10487164484991,3,0,4.2,11
65.60487164484991,1,0,4.2,7
66.10487164484991,1,0,4.2,13
66.60487164484991,1,0,4.0,14
67.10487164484991,1,0,4.0,6
67.60487164484991,1,0,3.8,9
68.10487164484991,1,0,3.4,2
68.60487164484991,1,0,3.4,2
69.10487164484991,1,0,3.2,15
69.60487164484991,1,0,2.8,1
70.10487164484991,2,0,2.8,12
70.60487164484991,2,0,2.6,15
71.10487164484991,3,0,3.0,7
71.60487164484991,1,0,3.0,15
72.10487164484991,1,0,3.0,5
72.34357008476593,5,1,3.8,12
72.60487164484991,1,0,4.0,3
72.84357008476593,2,1,4.2,14
73.10487164484991,1,0,4.4,1
73.34357008476593,4,1,5.0,10
73.60487164484991,1,0,5.2,12
73.84357008476593,4,1,5.8,11
74.10487164484991,2,0,6.2,10
74.34357008476593,7,1,7.4,15
74.60487164484991,2,0,7.8,10
74.84357008476593,2,1,8.0,13
75.10487164484991,1,0,8.2,2
75.34357008476593,5,1,8.8,12
75.60487164484991,1,0,9.0,13
75.84357008476593,1,1,8.8,14
76.10487164484991,2,0,9.2,9
76.34357008476593,5,1,9.6,9
76.60487164484991,2,0,10.0,6
76.84357008476593,3,1,10.4,3
77.10487164484991,2,0,10.8,2
77.34357008476593,3,1,11.2,2
77.60487164484991,1,0,10.4,2
77.84357008476593,4,1,11.0,14
78.10487164484991,1,0,10.8,14
78.34357008476593,3,1,11.2,8
78.60487164484991,3,0,11.0,10
78.84357008476593,3,1,11.4,12
79.10487164484991,1,0,10.8,10
79.34357008476593,1,1,10.6,11
79.60487164484991,1,0,9.4,6
79.84357008476593,1,1,9.2,5
80.10487164484991,1,0,9.0,9
80.34357008476593,6,1,10.0,9
80.60487164484991,2,0,9.4,6
80.84357008476593,7,1,10.6,6
81.10487164484991,1,0,10.6,13
81.34357008476593,5,1,11.2,10
81.60487164484991,3,0,10.8,7
81.84357008476593,5,1,11.4,7
82.10487164484991,2,0,11.2,7
82.34357008476593,1,1,11.0,11
82.60487164484991,3,0,11.0,2
82.84357008476593,2,1,11.2,1
83.10487164484991,1,0,10.6,5
83.34357008476593,4,1,11.2,6
83.60487164484991,3,0,11.2,8
83.84357008476593,6,1,11.8,5
84.10487164484991,1,0,11.4,14
84.34357008476593,6,1,12.4,14
84.60487164484991,2,0,12.6,15
84.84357008476593,4,1,13.2,9
85.10487164484991,2,0,13.4,13
85.34357008476593,4,1,14.0,4
85.60487164484991,1,0,13.0,15
85.84357008476593,2,1,13.0,6
86.10487164484991,1,0,11.8,2
86.34357008476593,1,1,11.8,8
86.60487164484991,1,0,11.0,5
86.84357008476593,2,1,10.8,10
87.10487164484991,2,0,10.2,4
87.34357008476593,5,1,10.8,14
87.60487164484991,2,0,11.0,12
87.84357008476593,5,1,11.4,4
88.10487164484991,1,0,11.2,9
88.34357008476593,5,1,12.0,4
88.60487164484991,3,0,11.8,15
88.84357008476593,4,1,12.0,5
89.10487164484991,2,0,11.2,13
89.34357008476593,3,1,11.6,12
89.60487164484991,1,0,10.6,4
89.84357008476593,7,1,11.6,8
90.10487164484991,1,0,11.0,15
90.34357008476593,6,1,11.8,12
90.60487164484991,2,0,11.4,13
90.84357008476593,2,1,11.6,4
91.10487164484991,2,0,11.6,6
91.34357008476593,1,1,11.6,7
91.60487164484991,1,0,11.6,2
91.84357008476593,6,1,12.6,10
92.10487164484991,3,0,12.8,14
92.34357008476593,2,1,12.8,5
92.60487164484991,3,0,12.4,2
92.84357008476593,4,1,12.8,6
93.10487164484991,1,0,12.0,4
93.34357008476593,1,1,12.0,14
93.60487164484991,3,0,11.6,2
93.84357008476593,7,1,12.4,9
94.10487164484991,1,0,11.8,3
94.34357008476593,4,1,12.2,3
94.60487164484991,2,0,12.0,7
94.84357008476593,2,1,12.2,15
95.10487164484991,3,0,11.4,7
95.34357008476593,5,1,12.2,9
95.60487164484991,1,0,11.2,8
95.84357008476593,6,1,12.0,10
96.10487164484991,1,0,11.8,6
96.34357008476593,2,1,11.8,6
96.60487164484991,1,0,11.8,9
96.84357008476593,5,1,12.6,7
97.10487164484991,1,0,11.6,15
97.34357008476593,1,1,11.2,11
97.60487164484991,2,0,11.2,5
97.84357008476593,6,1,11.8,13
98.10487164484991,1,0,11.2,2
98.34357008476593,1,1,11.2,13
98.60487164484991,3,0,11.6,6
98.84357008476593,1,1,11.2,4
99.10487164484991,3,0,10.4,3
99.34357008476593,6,1,11.4,8
99.60487164484991,3,0,11.2,3
99.84357008476593,1,1,11.0,8
99.93422619576802,1,0,10.8,15
100.10487164484991,1,0,11.0,9
100.34357008476593,6,1,11.6,10
100.43422619576802,1,0,10.8,8
100.60487164484991,2,0,11.2,2
100.84357008476593,5,1,12.0,10
100.93422619576802,1,0,11.0,5
101.10487164484991,1,0,11.2,9
101.34357008476593,6,1,12.2,5
101.43422619576802,2,0,12.2,15
101.60487164484991,3,0,12.8,13
101.84357008476593,2,1,13.0,6
101.93422619576802,2,0,12.4,5
102.10487164484991,1,0,12.6,1
102.34357008476593,1,1,12.6,6
102.43422619576802,2,0,12.8,10
102.60487164484991,3,0,13.4,4
102.84357008476593,3,1,13.6,4
102.93422619576802,3,0,13.0,3
103.10487164484991,1,0,13.2,14
103.34357008476593,2,1,13.4,10
103.43422619576802,1,0,13.4,10
103.60487164484991,1,0,13.6,4
103.84357008476593,1,1,13.2,6
103.93422619576802,3,0,13.6,7
104.10487164484991,1,0,13.8,3
104.34357008476593,7,1,14.6,12
104.43422619576802,1,0,13.6,3
104.60487164484991,3,0,14.2,6
104.84357008476593,1,1,13.8,3
104.93422619576802,2,0,14.0,6
105.10487164484991,3,0,14.4,12
105.34357008476593,6,1,15.4,5
105.43422619576802,1,0,14.4,9
105.60487164484991,3,0,14.8,13
105.84357008476593,6,1,15.6,12
105.93422619576802,3,0,15.2,5
106.10487164484991,2,0,15.4,8
106.34357008476593,1,1,15.4,10
106.43422619576802,1,0,14.4,9
106.60487164484991,2,0,14.4,15
106.84357008476593,2,1,14.2,8
106.93422619576802,2,0,14.2,10
107.10487164484991,1,0,14.0,13
107.34357008476593,1,1,14.0,8
107.43422619576802,1,0,14.0,3
107.60487164484991,2,0,14.0,15
107.84357008476593,4,1,14.2,7
107.93422619576802,1,0,13.8,3
108.10487164484991,1,0,13.4,14
108.34357008476593,3,1,13.8,15
108.43422619576802,1,0,13.6,11
108.60487164484991,3,0,14.0,3
