Time,Frames After Filter,Camera Index,Throughput,latency_constraint
107.06424667074673,3,1,0.6,16.281418
108.06424667074673,1,1,0.8,1.098841
109.06424667074673,3,1,1.4,6.281418
110.06424667074673,2,1,1.8,3.190029
111.06424667074673,1,1,2.0,2.098841
112.06424667074673,3,1,2.6,5.281418
113.06424667074673,1,1,2.2,1.098841
114.06424667074673,1,1,2.2,5.098841
115.06424667074673,1,1,1.8,3.098841
116.06424667074673,2,1,1.8,14.190029
117.06424667074673,4,1,2.4,17.374043
118.06424667074673,4,1,2.6,8.374043
119.06424667074673,4,1,3.2,4.374043
120.06424667074673,3,1,3.6,20.281418
121.06424667074673,2,1,3.8,13.190029
122.06424667074673,3,1,4.0,14.281418
123.06424667074673,1,1,3.4,19.098841
124.06424667074673,1,1,2.8,10.098841
125.06424667074673,3,1,2.6,7.281418
126.06424667074673,3,1,2.6,4.281418
127.06424667074673,1,1,2.4,17.098841
128.06424667074674,1,1,1.8,12.098841
129.06424667074674,1,1,1.8,9.098841
130.06424667074674,4,1,2.0,10.374043
131.06424667074674,1,1,1.6,1.098841
132.06424667074674,1,1,1.6,19.098841
133.06424667074674,2,1,2.0,4.190029
134.06424667074674,3,1,2.4,14.281418
135.06424667074674,2,1,2.6,19.190029
136.06424667074674,4,1,2.6,16.374043
137.06424667074674,1,1,2.6,2.098841
138.06424667074674,4,1,3.2,5.374043
139.06424667074674,2,1,3.2,16.190029
140.06424667074674,1,1,2.8,6.098841
141.06424667074674,3,1,3.0,20.281418
142.06424667074674,1,1,2.4,5.098841
143.06424667074674,2,1,2.6,15.190029
144.06424667074674,1,1,2.0,6.098841
145.06424667074674,3,1,2.2,5.281418
146.06424667074674,2,1,2.4,20.190029
147.06424667074674,3,1,2.4,12.281418
148.06424667074674,1,1,2.4,7.098841
149.06424667074674,1,1,2.2,7.098841
150.06424667074674,1,1,2.2,19.098841
151.06424667074674,3,1,2.2,19.281418
152.06424667074674,3,1,2.4,18.281418
153.06424667074674,3,1,2.4,5.281418
154.06424667074674,1,1,2.4,9.098841
155.06424667074674,1,1,2.4,16.098841
156.06424667074674,1,1,2.4,15.098841
157.06424667074674,1,1,2.0,6.098841
158.06424667074674,1,1,1.6,11.098841
159.06424667074674,4,1,1.8,14.374043
160.06424667074674,4,1,2.4,19.374043
161.06424667074674,1,1,2.4,17.098841
162.06424667074674,1,1,2.4,13.098841
163.06424667074674,3,1,2.8,9.281418
164.06424667074674,2,1,3.0,13.190029
165.06424667074674,1,1,2.4,1.098841
166.06424667074674,3,1,2.2,17.281418
167.06424667074674,2,1,2.4,13.190029
168.06424667074674,2,1,2.6,1.190029
169.06424667074674,4,1,2.8,14.374043
170.06424667074674,1,1,2.6,16.098841
171.06424667074674,3,1,3.0,2.281418
172.06424667074674,1,1,2.6,14.098841
173.06424667074674,2,1,2.6,10.190029
174.06424667074674,3,1,2.8,20.281418
175.06424667074674,1,1,2.2,8.098841
176.06424667074674,1,1,2.2,2.098841
177.06424667074674,3,1,2.2,3.281418
178.06424667074674,2,1,2.4,17.190029
179.06424667074674,2,1,2.4,3.190029
180.06424667074674,1,1,2.0,2.098841
181.06424667074674,3,1,2.4,14.281418
182.06424667074674,4,1,3.0,5.374043
183.06424667074674,4,1,3.2,5.374043
184.06424667074674,4,1,3.6,14.374043
185.06424667074674,4,1,4.0,13.374043
186.06424667074674,2,1,4.2,6.190029
187.06424667074674,4,1,4.4,15.374043
188.06424667074674,1,1,3.8,20.098841
189.06424667074674,1,1,3.2,14.098841
190.06424667074674,2,1,2.8,14.190029
191.06424667074674,1,1,2.2,18.098841
192.06424667074674,3,1,2.4,12.281418
193.06424667074674,2,1,2.0,14.190029
194.06424667074674,2,1,2.2,8.190029
195.06424667074674,3,1,2.6,4.281418
196.06424667074674,1,1,2.4,9.098841
197.06424667074674,3,1,2.8,19.281418
197.08393296115972,19,0,6.0,19.752793
198.06424667074674,4,1,6.8,17.374043
199.06424667074674,2,1,6.8,8.190029
200.06424667074674,3,1,7.0,13.281418
201.06424667074674,4,1,7.2,11.374043
202.06424667074674,3,1,7.6,11.281418
202.08393296115972,8,0,8.6,11.741029
203.06424667074674,1,1,5.0,14.098841
204.06424667074674,3,1,4.8,3.281418
205.06424667074674,2,1,4.8,10.190029
206.06424667074674,1,1,4.4,5.098841
207.06424667074674,4,1,4.4,20.374043
207.08393296115972,8,0,5.4,14.741029
208.06424667074674,1,1,4.0,16.098841
209.06424667074674,1,1,4.0,12.098841
210.06424667074674,4,1,4.2,11.374043
211.06424667074674,4,1,4.6,8.374043
212.06424667074674,2,1,4.8,4.190029
212.08393296115972,6,0,5.2,8.559861
213.06424667074674,2,1,4.0,17.190029
214.06424667074674,2,1,4.2,12.190029
215.06424667074674,1,1,4.2,17.098841
216.06424667074674,1,1,3.6,12.098841
217.06424667074674,3,1,3.4,10.281418
217.08393296115972,12,0,5.4,21.110268
218.06424667074674,4,1,5.0,7.374043
219.06424667074674,2,1,5.0,17.190029
220.06424667074674,1,1,4.8,13.098841
221.06424667074674,1,1,4.8,1.098841
222.06424667074674,2,1,5.0,2.190029
222.08393296115972,11,0,6.6,13.027485
223.06424667074674,1,1,4.4,2.098841
224.06424667074674,1,1,3.8,13.098841
225.06424667074674,2,1,3.8,14.190029
226.06424667074674,4,1,4.4,5.374043
227.06424667074674,2,1,4.6,8.190029
227.08393296115972,5,0,5.2,4.465794
228.06424667074674,1,1,3.2,20.098841
229.06424667074674,2,1,3.4,1.190029
230.06424667074674,1,1,3.4,12.098841
231.06424667074674,1,1,3.2,3.098841
232.06424667074674,2,1,2.8,20.190029
232.08393296115972,4,0,3.2,19.374043
233.06424667074674,2,1,2.6,15.190029
234.06424667074674,1,1,2.6,16.098841
235.06424667074674,2,1,2.6,16.190029
236.06424667074674,1,1,2.6,5.098841
237.06424667074674,1,1,2.6,16.098841
237.08393296115972,23,0,6.8,19.119834
238.06424667074674,2,1,6.4,9.190029
239.06424667074674,1,1,6.2,19.098841
240.06424667074674,2,1,6.4,4.190029
241.06424667074674,3,1,6.6,7.281418
242.06424667074674,2,1,6.8,3.190029
242.08393296115972,9,0,8.4,11.833391
243.06424667074674,4,1,4.6,15.374043
244.06424667074674,3,1,4.8,16.281418
245.06424667074674,1,1,4.8,8.098841
246.06424667074674,1,1,4.6,16.098841
247.06424667074674,2,1,4.4,15.190029
247.08393296115972,3,0,4.6,4.281418
248.06424667074674,3,1,3.4,20.281418
249.06424667074674,3,1,3.2,17.281418
250.06424667074674,1,1,2.8,20.098841
251.06424667074674,1,1,2.8,14.098841
252.06424667074674,1,1,2.8,15.098841
252.08393296115972,21,0,6.6,17.943081
253.06424667074674,3,1,6.6,12.281418
254.06424667074674,1,1,6.2,13.098841
255.06424667074674,3,1,6.2,16.281418
256.06424667074674,3,1,6.6,6.281418
257.06424667074674,4,1,7.2,10.374043
257.0839329611597,11,0,9.2,19.027485
258.06424667074674,3,1,5.6,13.281418
259.06424667074674,4,1,5.8,15.374043
260.06424667074674,3,1,6.2,16.281418
261.06424667074674,3,1,6.2,10.281418
262.06424667074674,3,1,6.2,11.281418
262.0839329611597,1,0,5.6,2.098841
263.06424667074674,1,1,3.6,8.098841
264.06424667074674,1,1,3.2,2.098841
265.06424667074674,1,1,2.6,16.098841
266.06424667074674,1,1,2.2,14.098841
267.06424667074674,1,1,1.8,16.098841
268.06424667074674,2,1,1.4,5.190029
269.06424667074674,4,1,2.0,16.374043
270.06424667074674,2,1,2.2,11.190029
271.06424667074674,2,1,2.4,12.190029
