Time,Frames After Filter,Camera Index,Throughput,latency_constraint
22.676152748934577,2,1,0.4,4.190029
25.676152748934577,1,1,0.6,18.098841
28.676152748934577,5,1,1.2,15.465794
31.676152748934577,5,1,2.0,17.465794
34.67615274893458,8,1,2.6,14.741029
37.67615274893458,13,1,4.2,20.200563
40.67615274893458,13,1,5.2,19.200563
43.67615274893458,13,1,5.2,19.200563
46.67615274893458,9,1,4.4,19.833391
48.215592983900365,40,0,12.4,23.677423
49.67615274893458,6,1,11.0,8.559861
52.67615274893458,1,1,9.4,9.098841
55.67615274893458,5,1,1.2,4.465794
58.215592983900365,40,0,9.0,16.677423
58.67615274893458,4,1,9.8,4.374043
61.67615274893458,14,1,11.6,17.29484
64.67615274893458,8,1,4.4,11.741029
67.67615274893458,2,1,2.0,9.190029
68.21559298390036,38,0,9.6,20.49637
70.67615274893458,8,1,9.6,21.741029
73.67615274893458,12,1,4.0,18.110268
76.67615274893458,9,1,4.2,17.833391
78.21559298390036,38,0,11.8,24.49637
79.67615274893458,5,1,10.4,4.465794
82.67615274893458,5,1,9.6,15.465794
85.67615274893458,9,1,2.8,19.833391
88.21559298390036,40,0,9.8,22.677423
88.67615274893458,1,1,10.0,19.098841
91.67615274893458,11,1,10.4,15.027485
94.67615274893458,11,1,4.4,16.027485
98.21559298390036,12,0,4.6,22.110268
105.6844035716138,1,1,0.2,19.098841
108.21559298390036,40,0,8.2,20.677423
108.35786801639881,3,0,8.8,11.281418
108.6844035716138,2,1,9.2,4.190029
111.6844035716138,7,1,10.4,16.64948
114.6844035716138,8,1,3.0,8.741029
117.6844035716138,2,1,2.0,11.190029
118.21559298390036,6,0,3.2,12.559861
118.35786801639881,34,0,10.0,23.144352
120.6844035716138,3,1,9.0,8.281418
123.6844035716138,1,1,0.8,17.098841
126.6844035716138,7,1,1.6,19.64948
128.21559298390036,40,0,9.6,19.677423
128.3578680163988,16,0,12.8,21.477553
129.6844035716138,10,1,14.6,19.934937
132.6844035716138,4,1,14.0,13.374043
135.6844035716138,5,1,1.8,9.465794
138.21559298390036,40,0,9.0,20.677423
138.3578680163988,21,0,13.2,22.943081
138.6844035716138,2,1,13.6,11.190029
141.6844035716138,1,1,12.8,8.098841
144.6844035716138,13,1,2.8,16.200563
147.6844035716138,3,1,3.2,4.281418
148.21559298390036,38,0,10.8,19.49637
148.3578680163988,11,0,13.0,20.027485
150.6844035716138,5,1,11.4,10.465794
153.6844035716138,10,1,3.0,20.934937
156.6844035716138,1,1,2.2,9.098841
158.3578680163988,5,0,3.2,11.465794
159.6844035716138,7,1,2.6,12.64948
162.6844035716138,3,1,3.0,14.281418
165.6844035716138,10,1,2.6,21.934937
168.3578680163988,40,0,10.0,20.677423
168.6844035716138,6,1,11.2,16.559861
171.6844035716138,4,1,10.0,9.374043
174.6844035716138,1,1,1.0,18.098841
177.6844035716138,6,1,1.4,12.559861
178.3578680163988,35,0,8.4,21.231161
180.6844035716138,5,1,9.2,12.465794
181.5223948299758,24,0,14.0,22.213975
183.6844035716138,7,1,7.2,7.64948
186.6844035716138,14,1,4.2,14.29484
188.3578680163988,7,0,5.6,14.64948
189.6844035716138,6,1,5.4,9.559861
191.5223948299758,9,0,7.2,11.833391
192.6844035716138,1,1,4.6,8.098841
195.6844035716138,4,1,2.8,19.374043
196.25397694991375,36,0,10.0,24.312478
198.3578680163988,40,0,16.0,20.677423
198.6844035716138,5,1,17.0,6.465794
201.5223948299758,40,0,17.0,23.677423
201.6844035716138,2,1,17.4,18.190029
204.6844035716138,9,1,10.2,15.833391
206.25397694991375,40,0,18.2,17.677423
207.6844035716138,10,1,11.8,21.934937
210.6844035716138,6,1,11.2,21.559861
211.5223948299758,20,0,7.2,19.843875
213.6844035716138,8,1,6.8,7.741029
216.25397694991375,27,0,11.0,15.495577
216.6844035716138,7,1,8.4,7.64948
219.6844035716138,5,1,7.8,17.465794
221.5223948299758,40,0,10.4,20.677423
222.6844035716138,5,1,10.0,17.465794
225.6844035716138,10,1,11.0,14.934937
226.25397694991375,10,0,13.0,13.934937
228.6844035716138,1,1,4.2,13.098841
231.5223948299758,40,0,8.2,18.677423
231.6844035716138,8,1,9.8,10.741029
234.6844035716138,2,1,10.0,10.190029
236.25397694991375,18,0,13.6,17.660034
237.6844035716138,10,1,6.0,10.934937
240.6844035716138,14,1,8.4,14.29484
241.5223948299758,29,0,10.6,16.675432
243.6844035716138,5,1,9.6,4.465794
246.25397694991375,40,0,14.8,23.677423
246.6844035716138,3,1,9.6,20.281418
249.6844035716138,4,1,9.4,12.374043
251.5223948299758,40,0,9.4,22.677423
252.6844035716138,9,1,10.6,20.833391
255.6844035716138,3,1,10.4,16.281418
256.25397694991375,28,0,16.0,19.583353
258.6844035716138,4,1,7.0,6.374043
261.52239482997584,8,0,2.4,16.741029
261.6844035716138,13,1,5.0,20.200563
264.6844035716138,4,1,5.0,18.374043
266.25397694991375,40,0,13.0,19.677423
267.6844035716138,6,1,10.0,17.559861
270.6844035716138,10,1,11.2,10.934937
271.52239482997584,33,0,9.8,24.059384
273.6844035716138,3,1,9.2,13.281418
276.25397694991375,13,0,9.8,18.200563
276.6844035716138,13,1,5.8,15.200563
281.52239482997584,40,0,10.6,20.677423
286.25397694991375,21,0,12.2,22.943081
296.25397694991375,12,0,2.4,16.110268
