Time,Frames After Filter,Camera Index,Throughput,latency_constraint
61.197484834070835,3,0,0.6,19.281418
61.697484834070835,4,0,1.4,19.374043
62.197484834070835,5,0,2.4,10.465794
62.697484834070835,4,0,3.2,20.374043
63.197484834070835,6,0,4.4,18.559861
63.697484834070835,1,0,4.6,21.098841
64.19748483407083,1,0,4.8,2.098841
64.69748483407083,2,0,5.2,15.190029
65.19748483407083,7,0,6.6,17.64948
65.69748483407083,1,0,6.8,2.098841
66.19748483407083,1,0,7.0,19.098841
66.69748483407083,1,0,6.6,21.098841
67.19748483407083,5,0,6.8,9.465794
67.69748483407083,3,0,6.4,9.281418
68.19748483407083,7,0,7.0,16.64948
68.69748483407083,7,0,7.2,14.64948
69.19748483407083,3,0,7.6,5.281418
69.69748483407083,5,0,8.4,15.465794
70.19748483407083,5,0,9.0,17.465794
70.69748483407083,3,0,8.2,20.281418
71.19748483407083,5,0,9.0,7.465794
71.69748483407083,2,0,9.2,6.190029
72.19748483407083,5,0,10.0,15.465794
72.69748483407083,1,0,9.2,10.098841
73.19748483407083,6,0,9.8,21.559861
73.69748483407083,7,0,9.8,11.64948
74.19748483407083,4,0,9.2,9.374043
74.69748483407083,5,0,9.6,14.465794
75.19748483407083,3,0,9.2,12.281418
75.69748483407083,5,0,9.2,14.465794
76.19748483407083,6,0,9.8,21.559861
76.69748483407083,1,0,9.0,18.098841
77.19748483407083,2,0,9.0,18.190029
77.69748483407083,4,0,8.8,21.374043
78.19748483407083,2,0,9.0,16.190029
78.69748483407083,4,0,8.6,18.374043
79.19748483407083,4,0,8.0,15.374043
79.69748483407083,4,0,8.0,11.374043
80.19748483407083,2,0,7.4,2.190029
80.69748483407083,3,0,7.4,11.281418
81.19748483407083,2,0,6.8,19.190029
81.69748483407083,2,0,6.0,15.190029
82.19748483407083,2,0,6.2,3.190029
82.69748483407083,4,0,6.6,8.374043
83.19748483407083,1,0,6.0,21.098841
83.69748483407083,1,0,5.8,3.098841
84.19748483407083,3,0,5.6,21.281418
84.69748483407083,3,0,5.4,16.281418
85.19748483407083,5,0,5.6,15.465794
85.69748483407083,3,0,5.8,2.281418
86.19748483407083,5,0,6.2,4.465794
86.69748483407083,7,0,7.2,18.64948
87.19748483407083,2,0,7.2,4.190029
87.69748483407083,1,0,7.0,7.098841
88.19748483407083,1,0,6.4,7.098841
88.69748483407083,1,0,6.4,8.098841
88.91439383353732,8,1,7.8,11.741029
89.19748483407083,4,0,8.6,9.374043
89.69748483407083,2,0,8.4,8.190029
90.19748483407083,4,0,8.6,3.374043
90.69748483407083,6,0,8.8,6.559861
91.19748483407083,4,0,9.0,7.374043
91.69748483407083,6,0,9.2,18.559861
92.19748483407083,4,0,8.6,18.374043
92.69748483407083,5,0,9.2,7.465794
93.19748483407083,5,0,10.0,13.465794
93.69748483407083,3,0,10.4,2.281418
93.91439383353732,32,1,16.6,15.956077
94.19748483407083,1,0,15.2,3.098841
94.69748483407083,4,0,15.2,6.374043
95.19748483407083,2,0,15.2,15.190029
95.69748483407083,2,0,14.8,4.190029
96.19748483407083,5,0,14.6,10.465794
96.69748483407083,1,0,14.0,16.098841
97.19748483407083,3,0,13.4,18.281418
97.69748483407083,1,0,12.8,4.098841
98.19748483407083,6,0,13.0,11.559861
98.69748483407083,1,0,12.2,16.098841
98.91439383353732,12,1,14.0,12.110268
99.19748483407083,1,0,7.8,9.098841
99.69748483407083,4,0,8.4,8.374043
100.19748483407083,5,0,8.6,6.465794
100.69748483407083,1,0,8.4,13.098841
101.19748483407083,2,0,8.4,1.190029
101.69748483407083,3,0,8.0,3.281418
102.19748483407083,1,0,8.0,5.098841
102.69748483407083,5,0,8.4,5.465794
103.19748483407083,6,0,9.4,21.559861
103.69748483407083,1,0,8.4,15.098841
103.91439383353732,10,1,10.2,10.934937
104.19748483407083,2,0,8.2,20.190029
104.69748483407083,2,0,8.4,11.190029
105.19748483407083,5,0,8.6,16.465794
105.69748483407083,3,0,8.2,20.281418
106.19748483407083,3,0,8.6,6.281418
106.69748483407083,3,0,8.8,13.281418
107.19748483407083,5,0,9.2,5.465794
107.69748483407083,5,0,10.0,19.465794
108.19748483407083,5,0,10.0,15.465794
108.69748483407083,6,0,10.0,10.559861
108.91439383353732,2,1,10.2,7.190029
109.19748483407083,3,0,8.8,10.281418
109.69748483407083,5,0,9.4,17.465794
110.19748483407083,5,0,10.0,6.465794
110.69748483407083,1,0,9.2,3.098841
111.19748483407083,4,0,9.4,7.374043
111.69748483407083,1,0,9.0,11.098841
112.19748483407083,4,0,9.2,17.374043
112.69748483407083,3,0,8.8,20.281418
113.19748483407083,2,0,8.2,10.190029
113.69748483407083,6,0,8.4,5.559861
113.91439383353732,5,1,8.2,16.465794
114.19748483407083,1,0,8.0,11.098841
114.69748483407083,1,0,7.6,12.098841
115.19748483407083,2,0,7.0,6.190029
115.69748483407083,5,0,7.0,12.465794
116.19748483407083,2,0,7.2,7.190029
116.69748483407083,5,0,7.4,11.465794
117.19748483407083,6,0,8.4,13.559861
117.69748483407083,3,0,8.2,21.281418
118.19748483407083,1,0,7.8,6.098841
118.69748483407083,3,0,8.0,12.281418
118.91439383353732,29,1,12.6,22.675432
119.19748483407083,6,0,12.8,20.559861
119.69748483407083,2,0,13.0,20.190029
120.01709669501375,6,0,14.0,15.559861
120.19748483407083,4,0,14.8,5.374043
120.51709669501375,1,0,14.6,19.098841
120.69748483407083,3,0,15.2,7.281418
121.01709669501375,4,0,15.0,11.374043
121.19748483407083,2,0,15.4,3.190029
121.51709669501375,1,0,15.2,5.098841
121.69748483407083,5,0,16.2,13.465794
122.01709669501375,2,0,15.6,10.190029
122.19748483407083,6,0,16.8,21.559861
122.51709669501375,2,0,16.0,8.190029
122.69748483407083,2,0,16.4,10.190029
123.01709669501375,3,0,16.4,2.281418
123.19748483407083,5,0,17.4,19.465794
123.51709669501375,6,0,18.4,16.559861
123.69748483407083,6,0,19.6,8.559861
123.91439383353732,14,1,21.8,20.29484
124.01709669501375,6,0,17.2,5.559861
124.19748483407083,4,0,18.0,21.374043
124.51709669501375,2,0,17.2,12.190029
124.69748483407083,4,0,18.0,10.374043
125.01709669501375,1,0,17.8,14.098841
125.19748483407083,7,0,18.0,20.64948
125.51709669501375,7,0,18.6,15.64948
125.69748483407083,5,0,19.4,7.465794
126.01709669501375,2,0,19.2,18.190029
126.19748483407083,1,0,18.6,9.098841
126.51709669501375,4,0,19.0,7.374043
126.69748483407083,6,0,20.0,13.559861
127.01709669501375,2,0,19.4,13.190029
127.19748483407083,3,0,19.6,4.281418
127.51709669501375,6,0,19.6,19.559861
127.69748483407083,1,0,19.4,18.098841
128.01709669501375,4,0,19.8,13.374043
128.19748483407085,1,0,18.4,18.098841
128.51709669501375,1,0,18.6,21.098841
128.69748483407085,4,0,17.0,16.374043
128.9143938335373,30,1,23.0,19.763732
129.01709669501375,5,0,21.2,16.465794
129.19748483407085,5,0,20.2,15.465794
129.51709669501375,1,0,20.4,19.098841
129.69748483407085,3,0,19.8,16.281418
130.01709669501375,4,0,20.6,17.374043
130.19748483407085,6,0,20.2,6.559861
130.51709669501375,3,0,20.8,11.281418
130.69748483407085,2,0,18.8,20.190029
131.01709669501375,2,0,19.2,4.190029
131.19748483407085,3,0,19.2,20.281418
131.51709669501375,6,0,20.4,19.559861
131.69748483407085,6,0,19.6,12.559861
132.01709669501375,5,0,20.6,18.465794
132.19748483407085,2,0,20.0,21.190029
132.51709669501375,2,0,20.4,6.190029
132.69748483407085,1,0,19.2,5.098841
133.01709669501375,2,0,19.6,20.190029
